smiles,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle
COCCn1c2ccccc2c2ccccc21,-3.715,3.235,3.359,0.951,0.011,0.003,0.958,0.915,-4.35,2.170878906326834e-05,0.978,95.0361557006836%,0.928,2.3436272144317627%,0.987,0.916,0.926,0.332,0.615,0.602,0.386,0.873,0.339,0.507,7.297,0.141,0.019,0.073,0.529,0.952,0.093,0.86,0.294,0.954,0.004,0.963,0.727,2.562,4.101,4.662,5.19,0.017,0.008,0.538,0.137,0.39,0.073,0.003,0.261,0.01,0.055,0.317,0.627,225.12,246.295,0.914,2,0,14.16,3,3,13,2,0,15,0.2,0,1,1,0,0,0,0,2,3,0.666,1.661,0.2,14.0,-0.839,0,0,0,0,Accepted,Rejected,Accepted,Accepted
c1ccc2c(c1)CCO2,-2.956,2.236,2.318,0.002,0.001,0.003,0.635,0.878,-4.345,2.76298542303266e-05,0.697,90.27620697021484%,1.508,10.992602348327637%,0.99,0.834,0.853,0.359,0.105,0.807,0.075,0.91,0.033,0.283,12.142,0.598,0.048,0.045,0.069,0.559,0.068,0.033,0.568,0.859,0.556,0.989,0.061,1.164,3.05,3.425,4.609,0.316,0.016,0.851,0.063,0.56,0.017,0.008,0.07,0.759,0.045,0.056,0.028,120.06,130.692,0.919,1,0,9.23,0,2,9,1,0,10,0.0,0,0,0,0,0,0,0,0,0,0.505,1.695,0.25,19.2,-0.287,0,0,0,0,Accepted,Accepted,Accepted,Rejected
CC(C)(C)c1[nH]nc(-c2ccccc2)c1-c1ccccc1,-5.48,4.543,5.102,0.93,0.011,0.006,0.954,0.084,-4.843,2.0122297428315505e-05,0.429,98.0114517211914%,2.274,0.7537400126457214%,0.985,0.785,0.979,0.085,0.95,0.903,0.647,0.406,0.735,0.409,3.987,0.125,0.034,0.094,0.984,0.012,0.043,0.158,0.035,0.04,0.003,0.482,0.98,2.196,4.309,5.764,5.122,0.007,0.02,0.028,0.725,0.628,0.678,0.954,0.464,0.009,0.577,0.893,0.809,276.16,312.413,0.884,2,1,28.68,3,3,6,2,0,17,0.176,0,1,0,0,0,0,0,0,0,0.697,2.025,0.211,17.0,-0.476,0,0,0,0,Accepted,Rejected,Rejected,Accepted
Cc1ccc(C(=O)O)c(N)c1,-2.599,0.989,2.197,0.0,0.985,0.005,0.001,0.665,-4.823,7.393884152406827e-05,0.469,55.33151626586914%,0.338,54.97190475463867%,0.127,0.163,0.104,0.059,0.281,0.118,0.016,0.16,0.022,0.121,6.04,0.785,0.084,0.536,0.943,0.028,0.465,0.014,0.384,0.034,0.017,0.978,0.892,0.221,2.528,2.684,3.144,0.059,0.002,0.757,0.004,0.166,0.008,0.114,0.038,0.282,0.323,0.037,0.008,151.06,156.399,0.966,3,3,63.32,1,1,6,3,0,7,0.143,0,0,0,0,0,2,0,1,2,0.594,1.715,0.125,7.0,-0.324,1,0,0,0,Accepted,Accepted,Accepted,Rejected
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,-4.981,3.437,3.681,1.0,0.008,0.009,0.001,0.15,-5.012,4.46663580078166e-05,0.929,86.98755645751953%,0.995,14.460317611694336%,0.024,0.976,0.084,0.933,0.062,0.63,0.165,0.905,0.715,0.927,8.463,0.311,0.634,0.154,0.513,0.033,0.799,0.957,0.026,0.024,0.003,0.008,0.948,1.595,4.793,6.367,6.756,0.242,0.045,0.904,0.436,0.063,0.696,0.004,0.139,0.313,0.346,0.467,0.646,608.27,605.363,1.005,11,1,117.78,10,6,21,11,0,33,0.303,6,1,0,0,0,2,0,2,0,0.374,4.342,0.515,123.84,0.933,3,0,0,0,Rejected,Accepted,Rejected,Rejected
COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,-2.88,2.122,2.71,0.006,0.274,0.009,0.02,0.004,-4.967,1.3103125638735946e-05,0.875,53.98221969604492%,2.274,40.10540771484375%,0.156,0.941,0.082,0.884,0.02,0.216,0.304,0.897,0.082,0.875,9.275,0.195,0.662,0.461,0.066,0.027,0.694,0.952,0.085,0.211,0.003,0.013,0.97,0.62,3.077,4.056,5.969,0.01,0.003,0.775,0.006,0.077,0.459,0.004,0.032,0.019,0.402,0.152,0.017,354.19,364.172,0.973,5,2,65.56,2,5,21,5,0,26,0.077,5,0,0,0,0,0,0,2,0,0.773,3.875,0.571,95.333,1.167,0,0,0,0,Accepted,Accepted,Accepted,Accepted
CC=C1CN2C3CC45c6ccccc6NC4C2CC1C3C5O,-3.595,3.185,2.593,0.002,0.268,0.039,0.033,0.766,-4.818,3.884106263285503e-05,0.981,82.7191390991211%,2.873,17.676023483276367%,0.108,0.26,0.106,0.792,0.204,0.78,0.701,0.897,0.506,0.733,14.876,0.099,0.004,0.063,0.042,0.075,0.934,0.905,0.039,0.901,0.003,0.011,0.94,0.871,3.163,5.04,5.519,0.0,0.003,0.013,0.002,0.312,0.739,0.004,0.057,0.003,0.091,0.709,0.25,294.17,306.079,0.961,3,2,35.5,0,6,0,3,0,25,0.0,8,0,0,0,0,2,0,1,1,0.72,6.594,0.579,144.667,2.367,0,0,0,0,Accepted,Accepted,Accepted,Accepted
CC=C1C2CC3C4=Nc5ccccc5C45CC(C2C5OC(C)=O)N3C1OC1OC(CO)C(O)C(O)C1O,-2.065,1.438,0.771,0.001,0.454,0.938,0.056,0.937,-5.616,0.00011752928548958153,0.141,57.429874420166016%,1.226,40.69278335571289%,0.014,0.052,0.008,0.634,0.002,0.513,0.01,0.225,0.036,0.646,1.545,0.074,0.002,0.276,0.946,0.772,0.969,0.615,0.021,0.908,0.003,0.004,0.954,0.526,2.54,4.704,4.474,0.0,0.005,0.105,0.001,0.203,0.727,0.006,0.039,0.002,0.01,0.563,0.624,512.22,492.149,1.041,10,4,141.28,5,7,6,10,0,32,0.156,13,1,0,0,0,1,0,1,0,0.327,6.964,0.63,190.091,2.567,0,0,0,0,Accepted,Accepted,Rejected,Rejected
CC1C2COC(O)C3C2CC2c4[nH]c5ccccc5c4CC3N21,-2.724,2.262,2.378,0.003,0.395,0.008,0.015,0.128,-5.142,2.9087601433275267e-05,0.585,82.52482604980469%,3.753,16.876819610595703%,0.149,0.779,0.042,0.332,0.028,0.414,0.012,0.89,0.043,0.897,6.744,0.202,0.073,0.142,0.363,0.119,0.925,0.966,0.034,0.529,0.003,0.008,0.98,0.861,2.99,4.581,5.89,0.0,0.002,0.888,0.002,0.473,0.854,0.009,0.043,0.001,0.014,0.369,0.045,310.17,314.87,0.985,4,2,48.49,0,6,0,4,0,26,0.0,8,1,0,0,0,1,0,2,0,0.786,5.769,0.579,110.0,1.696,0,0,0,0,Accepted,Accepted,Accepted,Accepted
COC(=O)C1=COC(C)C2Cn3ccc4c5ccccc5nc-4c3CC12,-5.14,3.569,3.547,0.054,0.0,0.004,0.047,0.645,-4.698,3.451798329479061e-05,0.875,94.74637603759766%,1.107,4.514926910400391%,0.961,0.786,0.876,0.214,0.929,0.271,0.826,0.435,0.951,0.738,5.661,0.169,0.611,0.925,0.77,0.959,0.19,0.884,0.067,0.974,0.003,0.015,0.911,1.813,4.031,4.979,6.136,0.346,0.145,0.878,0.178,0.2,0.517,0.033,0.9,0.33,0.858,0.881,0.867,348.15,356.262,0.977,5,0,53.35,2,5,21,5,0,26,0.077,3,2,1,0,0,1,3,3,4,0.633,4.055,0.333,87.286,1.125,1,0,0,0,Accepted,Rejected,Accepted,Accepted
CC=C1CN2C3CC1C(CO)C2Cc1c3[nH]c2ccc(O)cc12,-2.302,2.831,2.461,0.0,0.016,0.012,0.952,0.548,-4.764,4.041699867229909e-06,0.783,85.50659942626953%,2.892,10.948506355285645%,0.391,0.749,0.062,0.255,0.05,0.916,0.71,0.909,0.114,0.765,13.434,0.654,0.008,0.072,0.37,0.02,0.945,0.964,0.039,0.951,0.003,0.01,0.981,0.307,3.236,5.053,5.71,0.001,0.003,0.955,0.004,0.11,0.441,0.006,0.211,0.005,0.503,0.501,0.546,310.17,320.79,0.967,4,3,59.49,1,5,0,4,0,23,0.043,5,0,0,0,0,0,0,3,0,0.71,5.294,0.474,91.0,2.334,1,0,0,0,Accepted,Accepted,Accepted,Accepted
CC=C1CN2C3Cc4c([nH]c5ccc(O)cc45)C2(O)CC1C3CO,-3.398,2.721,1.975,0.003,0.011,0.039,0.951,0.112,-4.872,4.8955466809275094e-06,0.698,70.34539794921875%,3.906,21.804031372070312%,0.171,0.295,0.105,0.765,0.164,0.911,0.529,0.778,0.656,0.922,13.65,0.723,0.003,0.13,0.432,0.007,0.947,0.864,0.06,0.94,0.003,0.01,0.959,-0.019,1.811,3.057,4.558,0.001,0.004,0.892,0.008,0.095,0.662,0.005,0.383,0.006,0.064,0.344,0.237,326.16,329.58,0.99,5,4,79.72,1,5,0,5,0,23,0.043,5,0,0,0,0,0,0,3,0,0.603,5.681,0.474,98.0,1.814,1,0,0,0,Accepted,Accepted,Accepted,Accepted
CC1C(CO)C2CC3c4[nH]c5ccccc5c4CC(C2CO)N31,-2.203,1.814,2.044,0.001,0.017,0.045,0.045,0.136,-5.137,1.033070839184802e-05,0.42,58.60169982910156%,3.157,35.4135627746582%,0.176,0.363,0.018,0.066,0.008,0.297,0.014,0.914,0.024,0.864,10.261,0.44,0.021,0.155,0.477,0.011,0.869,0.952,0.04,0.204,0.003,0.009,0.978,0.313,1.982,3.089,5.37,0.0,0.002,0.785,0.001,0.385,0.779,0.008,0.06,0.001,0.009,0.121,0.009,312.18,323.426,0.965,4,3,59.49,2,5,0,4,0,22,0.091,7,0,0,0,0,0,0,2,0,0.796,5.398,0.579,91.867,1.154,0,0,0,0,Accepted,Accepted,Accepted,Accepted
COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5ccc(OC)cc45)C3CC12,-3.345,3.212,3.388,0.316,0.001,0.007,0.007,0.069,-4.891,1.5463716408703476e-05,0.993,87.17329406738281%,1.7,11.630990028381348%,0.765,0.954,0.483,0.912,0.229,0.485,0.935,0.908,0.885,0.918,4.938,0.225,0.948,0.493,0.112,0.831,0.951,0.963,0.109,0.969,0.003,0.012,0.974,0.866,3.466,4.84,6.316,0.008,0.007,0.937,0.004,0.082,0.506,0.005,0.119,0.01,0.376,0.512,0.354,382.19,387.622,0.986,6,1,63.79,3,5,21,6,0,26,0.115,4,1,0,0,0,1,3,3,1,0.809,3.979,0.5,94.091,1.266,2,0,0,0,Accepted,Rejected,Accepted,Accepted
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,-4.981,3.437,3.681,1.0,0.008,0.009,0.001,0.15,-5.012,4.46663580078166e-05,0.929,86.98755645751953%,0.995,14.460317611694336%,0.024,0.976,0.084,0.933,0.062,0.63,0.165,0.905,0.715,0.927,8.463,0.311,0.634,0.154,0.513,0.033,0.799,0.957,0.026,0.024,0.003,0.008,0.948,1.595,4.793,6.367,6.756,0.242,0.045,0.904,0.436,0.063,0.696,0.004,0.139,0.313,0.346,0.467,0.646,608.27,605.363,1.005,11,1,117.78,10,6,21,11,0,33,0.303,6,1,0,0,0,2,0,2,0,0.374,4.342,0.515,123.84,0.933,3,0,0,0,Rejected,Accepted,Rejected,Rejected
COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,-2.88,2.122,2.71,0.006,0.274,0.009,0.02,0.004,-4.967,1.3103125638735946e-05,0.875,53.98221969604492%,2.274,40.10540771484375%,0.156,0.941,0.082,0.884,0.02,0.216,0.304,0.897,0.082,0.875,9.275,0.195,0.662,0.461,0.066,0.027,0.694,0.952,0.085,0.211,0.003,0.013,0.97,0.62,3.077,4.056,5.969,0.01,0.003,0.775,0.006,0.077,0.459,0.004,0.032,0.019,0.402,0.152,0.017,354.19,364.172,0.973,5,2,65.56,2,5,21,5,0,26,0.077,5,0,0,0,0,0,0,2,0,0.773,3.875,0.571,95.333,1.167,0,0,0,0,Accepted,Accepted,Accepted,Accepted
COC(=O)C1C2CC3c4[nH]c5ccccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,-4.935,3.414,3.667,1.0,0.004,0.007,0.001,0.065,-4.988,4.204865763313137e-05,0.978,91.5551528930664%,1.042,9.47630500793457%,0.024,0.964,0.081,0.924,0.052,0.633,0.254,0.883,0.751,0.924,8.134,0.282,0.628,0.167,0.458,0.02,0.78,0.953,0.026,0.037,0.003,0.008,0.942,1.372,4.62,6.077,6.616,0.28,0.05,0.876,0.381,0.069,0.709,0.005,0.094,0.158,0.301,0.447,0.495,578.26,579.276,0.998,10,1,108.55,9,6,21,10,0,33,0.273,6,1,0,0,0,2,0,2,0,0.414,4.263,0.5,121.042,0.977,2,0,0,0,Accepted,Accepted,Rejected,Rejected
COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5cc(OC)c(OC)cc45)C3CC12,-3.128,3.066,2.88,0.663,0.002,0.007,0.004,0.057,-4.901,1.661485839576926e-05,0.991,82.06346130371094%,1.584,15.4719877243042%,0.517,0.964,0.227,0.917,0.115,0.56,0.812,0.902,0.888,0.929,5.848,0.461,0.901,0.316,0.204,0.418,0.969,0.951,0.053,0.963,0.003,0.01,0.974,1.048,3.194,4.851,6.396,0.012,0.012,0.941,0.005,0.075,0.406,0.006,0.126,0.015,0.416,0.544,0.535,412.2,413.708,0.996,7,1,73.02,4,5,21,7,0,26,0.154,4,1,0,0,0,2,3,3,1,0.781,4.023,0.522,96.8,1.3,3,0,0,0,Accepted,Accepted,Rejected,Accepted
COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5cc(OC)c(OC)cc45)C3CC12,-3.128,3.066,2.88,0.663,0.002,0.007,0.004,0.057,-4.901,1.661485839576926e-05,0.991,82.06346130371094%,1.584,15.4719877243042%,0.517,0.964,0.227,0.917,0.115,0.56,0.812,0.902,0.888,0.929,5.848,0.461,0.901,0.316,0.204,0.418,0.969,0.951,0.053,0.963,0.003,0.01,0.974,1.048,3.194,4.851,6.396,0.012,0.012,0.941,0.005,0.075,0.406,0.006,0.126,0.015,0.416,0.544,0.535,412.2,413.708,0.996,7,1,73.02,4,5,21,7,0,26,0.154,4,1,0,0,0,2,3,3,1,0.781,4.023,0.522,96.8,1.3,3,0,0,0,Accepted,Accepted,Rejected,Accepted
CC=C1CN2CCC34C(=Nc5ccccc53)C(C(=O)OC)C1CC24,-3.442,3.286,2.878,0.492,0.118,0.006,0.014,0.116,-4.623,2.922756721090991e-05,0.995,71.33413696289062%,1.568,38.658206939697266%,0.065,0.299,0.16,0.954,0.053,0.289,0.502,0.857,0.507,0.795,12.274,0.094,0.014,0.222,0.181,0.048,0.908,0.891,0.077,0.742,0.003,0.016,0.943,1.113,3.165,5.756,4.775,0.003,0.014,0.927,0.289,0.08,0.311,0.005,0.073,0.329,0.9,0.634,0.731,322.17,335.449,0.96,4,0,41.9,2,5,16,4,0,24,0.083,4,0,0,0,0,0,0,1,0,0.59,5.457,0.5,122.4,1.909,0,0,0,0,Accepted,Accepted,Accepted,Accepted
COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,-2.88,2.122,2.71,0.006,0.274,0.009,0.02,0.004,-4.967,1.3103125638735946e-05,0.875,53.98221969604492%,2.274,40.10540771484375%,0.156,0.941,0.082,0.884,0.02,0.216,0.304,0.897,0.082,0.875,9.275,0.195,0.662,0.461,0.066,0.027,0.694,0.952,0.085,0.211,0.003,0.013,0.97,0.62,3.077,4.056,5.969,0.01,0.003,0.775,0.006,0.077,0.459,0.004,0.032,0.019,0.402,0.152,0.017,354.19,364.172,0.973,5,2,65.56,2,5,21,5,0,26,0.077,5,0,0,0,0,0,0,2,0,0.773,3.875,0.571,95.333,1.167,0,0,0,0,Accepted,Accepted,Accepted,Accepted
COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5ccccc45)C3CC12,-3.287,3.147,3.394,0.017,0.001,0.006,0.006,0.056,-4.856,1.4090774129726924e-05,0.993,85.50072479248047%,2.153,11.395081520080566%,0.668,0.943,0.475,0.85,0.191,0.256,0.942,0.894,0.863,0.914,4.723,0.18,0.911,0.6,0.07,0.754,0.957,0.959,0.098,0.972,0.003,0.013,0.976,0.607,2.7,4.274,6.109,0.005,0.004,0.919,0.004,0.078,0.478,0.005,0.061,0.006,0.355,0.503,0.119,352.18,361.535,0.974,5,1,54.56,2,5,21,5,0,26,0.077,4,1,0,0,0,1,3,3,1,0.801,3.936,0.476,91.419,1.406,1,0,0,0,Accepted,Rejected,Accepted,Accepted
O=C(O)C=Cc1ccccn1,-0.275,0.525,0.736,0.0,0.002,0.007,0.003,0.052,-4.822,1.8533875845605507e-05,0.629,56.89829635620117%,0.337,51.603919982910156%,0.043,0.079,0.03,0.056,0.065,0.614,0.012,0.218,0.01,0.083,1.148,0.82,0.018,0.372,0.722,0.023,0.634,0.043,0.945,0.049,0.662,0.992,0.913,0.358,2.692,2.88,3.587,0.813,0.197,0.015,0.012,0.125,0.016,0.113,0.408,0.043,0.081,0.027,0.036,149.05,153.763,0.969,3,1,50.19,2,1,6,3,0,8,0.25,0,1,1,0,0,2,2,1,0,0.642,2.068,0.0,5.0,-0.71,0,0,0,0,Accepted,Accepted,Accepted,Rejected
COC(=O)C1=COC(C)C2C[n+]3ccc4c([nH]c5ccccc54)c3CC12,-5.423,3.34,3.758,0.001,0.611,0.049,0.918,0.964,-4.984,2.3076156139723025e-05,0.948,86.98809051513672%,1.467,12.978656768798828%,0.751,0.92,0.162,0.449,0.103,0.067,0.973,0.668,0.503,0.869,3.638,0.566,0.544,0.476,0.133,0.942,0.898,0.881,0.409,0.969,0.003,0.06,0.973,0.823,3.808,4.386,5.843,0.008,0.03,0.952,0.211,0.097,0.562,0.007,0.865,0.036,0.886,0.891,0.702,349.15,357.581,0.976,5,1,55.2,2,5,21,5,1,26,0.077,3,2,1,0,0,1,3,3,4,0.543,4.341,0.333,87.286,1.721,1,0,0,0,Accepted,Rejected,Accepted,Accepted
COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,-2.88,2.122,2.71,0.006,0.274,0.009,0.02,0.004,-4.967,1.3103125638735946e-05,0.875,53.98221969604492%,2.274,40.10540771484375%,0.156,0.941,0.082,0.884,0.02,0.216,0.304,0.897,0.082,0.875,9.275,0.195,0.662,0.461,0.066,0.027,0.694,0.952,0.085,0.211,0.003,0.013,0.97,0.62,3.077,4.056,5.969,0.01,0.003,0.775,0.006,0.077,0.459,0.004,0.032,0.019,0.402,0.152,0.017,354.19,364.172,0.973,5,2,65.56,2,5,21,5,0,26,0.077,5,0,0,0,0,0,0,2,0,0.773,3.875,0.571,95.333,1.167,0,0,0,0,Accepted,Accepted,Accepted,Accepted
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,-4.047,3.17,2.889,0.034,0.989,0.003,0.02,0.474,-4.859,2.8959435439901426e-05,0.092,83.80685424804688%,1.002,5.0387654304504395%,0.275,0.957,0.839,0.927,0.701,0.858,0.072,0.936,0.908,0.918,10.34,0.779,0.247,0.506,0.949,0.375,0.195,0.174,0.378,0.139,0.003,0.035,0.88,2.736,4.155,5.183,6.727,0.196,0.042,0.365,0.633,0.053,0.044,0.017,0.523,0.386,0.055,0.313,0.528,339.15,353.873,0.958,5,0,49.81,6,3,10,5,0,17,0.353,0,1,0,0,0,2,0,0,0,0.682,2.034,0.25,17.0,0.116,2,0,0,0,Accepted,Accepted,Accepted,Accepted
OC1c2ccccc2Oc2ccccc21,-2.82,2.067,2.474,0.001,0.813,0.004,0.197,0.02,-4.642,2.4296799892908894e-05,0.486,84.34749603271484%,1.056,13.046233177185059%,0.712,0.876,0.834,0.788,0.431,0.763,0.336,0.691,0.023,0.542,5.302,0.762,0.038,0.014,0.033,0.895,0.048,0.95,0.771,0.659,0.003,0.879,0.3,1.128,3.28,3.848,3.469,0.403,0.021,0.589,0.528,0.618,0.47,0.039,0.067,0.01,0.008,0.484,0.02,198.07,209.497,0.945,2,1,29.46,0,3,14,2,0,16,0.0,0,0,0,0,0,0,0,0,0,0.705,2.002,0.077,30.0,0.328,0,0,0,0,Accepted,Accepted,Accepted,Rejected
OCC1(O)COC(OCC2OC(OCCc3ccccc3)C(O)C(O)C2O)C1O,-0.768,-0.668,-1.117,0.006,0.133,0.983,0.952,0.985,-5.578,0.0002399043005425483,0.39,23.094377517700195%,0.359,52.02476501464844%,0.003,0.072,0.009,0.197,0.001,0.056,0.002,0.114,0.006,0.04,1.17,0.415,0.109,0.074,0.042,0.144,0.047,0.001,0.067,0.048,0.003,0.011,0.006,0.327,2.251,1.293,4.239,0.013,0.088,0.005,0.689,0.13,0.026,0.04,0.095,0.397,0.009,0.016,0.298,416.17,391.504,1.063,10,6,158.3,8,3,6,10,0,17,0.471,8,1,0,0,0,1,2,0,0,0.268,4.232,0.684,71.25,2.134,0,0,0,0,Accepted,Accepted,Rejected,Accepted
OCC1(O)COC(OCC2OC(OCc3ccccc3)C(O)C(O)C2O)C1O,-0.779,-0.527,-1.189,0.005,0.188,0.968,0.961,0.974,-5.678,0.0002570915676187724,0.403,20.455211639404297%,0.367,60.078304290771484%,0.003,0.057,0.008,0.117,0.001,0.039,0.003,0.122,0.005,0.034,1.196,0.452,0.105,0.066,0.075,0.226,0.068,0.001,0.045,0.042,0.003,0.011,0.007,0.299,2.3,1.29,4.104,0.02,0.191,0.005,0.316,0.125,0.029,0.021,0.085,0.575,0.009,0.017,0.205,402.15,374.208,1.075,10,6,158.3,7,3,6,10,0,17,0.412,8,1,0,0,0,1,2,0,0,0.287,4.193,0.667,72.0,2.075,0,0,0,0,Accepted,Accepted,Rejected,Accepted
C=C1C2CCC3C4(C)CC(OC5OC(CO)C(OS(=O)(=O)[O-])C(OS(=O)(=O)[O-])C5OC(=O)CC(C)C)CC(C(=O)O)C4CCC3(C2)C1O,-1.501,-0.174,0.411,0.004,0.002,0.609,0.274,0.522,-5.769,1.1884090781677514e-05,0.005,82.8934555053711%,0.889,6.0399489402771%,0.0,0.055,0.004,0.116,0.006,0.14,0.032,0.077,0.024,0.008,0.599,0.015,0.027,0.926,0.855,0.366,0.94,0.923,0.063,0.939,0.003,0.006,0.987,0.29,3.723,6.49,5.006,0.002,0.104,0.039,0.015,0.105,0.177,0.138,0.371,0.004,0.002,0.055,0.058,724.21,651.77,1.111,16,3,255.38,12,5,15,18,-2,32,0.375,13,1,0,1,0,1,0,0,0,0.088,6.973,0.867,156.0,2.211,1,0,0,0,Rejected,Accepted,Rejected,Rejected
CC(C)CCOC1OC(COC2OCC(O)(CO)C2O)C(O)C(O)C1O,-0.688,-0.786,-1.184,0.0,0.573,0.924,0.666,0.145,-5.624,0.0004886863171122968,0.335,17.295324325561523%,0.364,61.3381462097168%,0.001,0.075,0.006,0.324,0.0,0.06,0.002,0.093,0.008,0.028,1.205,0.437,0.049,0.082,0.042,0.193,0.066,0.001,0.033,0.032,0.003,0.011,0.007,0.402,1.898,0.876,3.322,0.018,0.006,0.004,0.106,0.113,0.027,0.015,0.078,0.161,0.008,0.011,0.291,382.18,356.082,1.073,10,6,158.3,8,2,6,10,0,11,0.727,8,1,0,0,0,1,2,0,0,0.261,4.459,1.0,43.562,2.414,0,0,0,0,Accepted,Accepted,Accepted,Accepted
COc1ccc(-c2coc3cc(OC4OC(CO)C(O)C(O)C4O)ccc3c2=O)cc1,-3.968,1.901,1.044,0.003,0.103,0.467,0.007,0.847,-5.359,6.058070721337572e-05,0.597,78.30766296386719%,1.052,10.195379257202148%,0.071,0.101,0.058,0.077,0.026,0.732,0.182,0.888,0.051,0.09,2.491,0.172,0.128,0.075,0.725,0.332,0.179,0.024,0.062,0.887,0.003,0.013,0.038,1.019,4.239,5.572,6.486,0.44,0.05,0.539,0.711,0.299,0.092,0.026,0.48,0.188,0.026,0.24,0.619,430.13,412.863,1.042,9,4,138.82,5,4,10,9,0,24,0.208,5,1,0,0,0,1,2,0,0,0.459,3.588,0.318,80.276,1.337,2,0,0,0,Accepted,Accepted,Rejected,Accepted
Cc1c[nH]c(=O)[nH]c1=O,-1.486,-0.05,-0.417,0.0,0.178,0.968,0.01,0.845,-5.064,1.3086504623061046e-05,0.051,12.667433738708496%,0.425,78.41905212402344%,0.046,0.973,0.083,0.057,0.013,0.156,0.008,0.046,0.009,0.243,7.909,0.945,0.018,0.696,0.97,0.021,0.117,0.015,0.301,0.132,0.008,0.971,0.017,0.169,1.699,2.795,3.617,0.016,0.001,0.007,0.003,0.076,0.006,0.002,0.012,0.068,0.005,0.006,0.01,126.04,118.145,1.067,4,2,65.72,0,1,6,4,0,8,0.0,0,0,0,0,0,0,0,0,0,0.486,2.471,0.2,6.0,-0.398,0,0,0,0,Accepted,Accepted,Accepted,Rejected
O=Cc1c[nH]c2ccccc12,-2.563,1.938,2.02,0.0,0.004,0.008,0.011,0.967,-4.492,9.892792149912566e-06,0.899,81.6418685913086%,1.172,19.170724868774414%,0.977,0.45,0.559,0.285,0.12,0.911,0.081,0.782,0.105,0.182,6.548,0.798,0.014,0.128,0.2,0.095,0.465,0.517,0.878,0.25,0.912,0.994,0.977,0.497,3.458,4.474,5.321,0.011,0.005,0.941,0.669,0.105,0.177,0.04,0.229,0.095,0.409,0.31,0.625,145.05,153.712,0.944,2,1,32.86,1,2,9,2,0,11,0.091,0,0,0,1,0,2,0,3,0,0.611,1.978,0.0,9.0,0.095,1,1,0,0,Accepted,Accepted,Accepted,Rejected
CCc1c[nH]c(C)cc1=N,-1.798,0.426,1.157,0.0,0.99,0.008,0.803,0.246,-4.629,7.2461757554265205e-06,0.993,37.539642333984375%,1.159,63.023860931396484%,0.649,0.79,0.298,0.187,0.034,0.24,0.945,0.894,0.011,0.169,5.421,0.819,0.047,0.812,0.207,0.029,0.958,0.831,0.637,0.063,0.153,0.859,0.907,0.35,2.425,3.118,4.252,0.016,0.003,0.666,0.34,0.095,0.068,0.002,0.055,0.031,0.755,0.036,0.021,136.1,152.452,0.893,2,2,39.64,1,1,6,2,0,7,0.143,0,1,0,0,0,0,0,0,0,0.585,3.223,0.375,6.0,-0.165,0,0,0,0,Accepted,Accepted,Accepted,Rejected
